15
22
28
28
36
40
62
59
36
28
25
15
15
24
28
31
35
43
63
57
38
30
25
15
16
23
31
33
33
44
65
58
36
29
26
16
16
24
33
34
34
44
61
58
33
29
23
16
15
24
29
28
32
44
61
56
33
27
22
14
14
22
26
27
32
43
62
60
33
30
21
14
14
24
28
30
32
45
66
58
34
32
21
14
15
25
26
31
32
46
64
59
35
32
22
16
16
23
26
28
34
47
67
60
40
33
26
18
18
25
29
30
36
50
67
60
36
32
24
18
18
25
25
28
35
47
68
62
37
32
25
20
17
23
24
28
33
49
70
67
38
31
22
18
17
25
27
27
30
46
65
59
34
30
22
17
16
25
27
32
32
50
68
61
32
33
23
21
19
30
34
32
33
53
72
65
40
35
30
24
